Text,Language
తెలుగు ఈ పాఠం,Telugu
ఉన్నాను బాగా నేను,Telugu
నా ఇది అభిప్రాయం!,Telugu
నేను ప్రేమిస్తున్నాను,Telugu
సంతోషంగా నేను ఉన్నాను,Telugu
మీరు దీన్ని చదవండి?,Telugu
చేస్తున్నారు మీరు ఏమి,Telugu
కోసం మీ రాశాను నేను!,Telugu
స్నేహితుడు నా ఆయన?,Telugu
నేను వెళ్లను,Telugu
ఈ పుస్తకాలు!,Telugu
మీ కోసం!,Telugu
మీరు ఆ?,Telugu
చేసాను నేను,Telugu
నేను అక్కడ?,Telugu
ఇది సందేశం ఒక తెలుగు!,Telugu
తెలుగు భాషా,Telugu
ఈ పాఠం తెలుగు?,Telugu
ఉన్నారు మీరు ఎలా!,Telugu
ప్రయోగం ఇది ఒక?,Telugu
ఉన్నాను బాగా నేను?,Telugu
అభిప్రాయం నా ఇది!,Telugu
నా ఇది గుండె,Telugu
ఏమి మీరు చేస్తున్నారు!,Telugu
వెళ్లను నేను,Telugu
నిన్ను నేను,Telugu
నేను అడుగుతున్నాను,Telugu
వెళ్లి నేను?,Telugu
అని నేను మీరు!,Telugu
ఈ మీరు గురించి,Telugu
అతనిని ఆయన?,Telugu
ఇది తెలుగు ఒక సందేశం?,Telugu
ప్రయోగం ఒక ఇది?,Telugu
ఇది నా అభిప్రాయం,Telugu
మీరు చదవండి దీన్ని?,Telugu
ఈ పుస్తకం?,Telugu
నేను రాశాను కోసం మీ?,Telugu
ఇంటి నా!,Telugu
స్నేహితుడు ఆయన నా,Telugu
అది నాకు!,Telugu
నేను అడుగుతున్నాను?,Telugu
చెప్పే నేను!,Telugu
నేను వెళ్లి?,Telugu
అని మీరు నేను,Telugu
గురించి మీరు ఈ!,Telugu
ఆయన అతనిని?,Telugu
నన్ను మీరు?,Telugu
మీరు వెళ్లి?,Telugu
ఇది ఒక సందేశం తెలుగు?,Telugu
మీరు ఎలా ఉన్నారు?,Telugu
ఇది ఒక ప్రయోగం?,Telugu
బాగా ఉన్నాను నేను?,Telugu
నా అభిప్రాయం ఇది,Telugu
ఎందుకంటే నేను?,Telugu
మీరు దీన్ని చదవండి!,Telugu
నేను నిన్ను?,Telugu
గురించి మీరు ఈ,Telugu
నాకు మీరు!,Telugu
సందేశం ఇది ఒక తెలుగు!,Telugu
పాఠం తెలుగు ఈ?,Telugu
ప్రయోగం ఒక ఇది,Telugu
మీరు దీన్ని చదవండి,Telugu
గుండె ఇది నా,Telugu
చేస్తున్నారు ఏమి మీరు,Telugu
నేను మీ కోసం రాశాను?,Telugu
నా ఆయన స్నేహితుడు?,Telugu
నేను మీరు?,Telugu
అని నేను మీరు,Telugu
అక్కడ మీరు,Telugu
సందేశం ఒక తెలుగు ఇది,Telugu
ఇది ప్రయోగం ఒక!,Telugu
నేను ఉన్నాను బాగా?,Telugu
దీన్ని చదవండి మీరు,Telugu
ఇది నా గుండె,Telugu
ఈ పుస్తకం!,Telugu
ఏమి మీరు చేస్తున్నారు?,Telugu
రాశాను కోసం నేను మీ?,Telugu
ఈ గురించి మీరు,Telugu
ఏమి మీరు!,Telugu
నమస్కారం?,Telugu
తెలుగు ఈ పాఠం?,Telugu
ఎలా మీరు ఉన్నారు!,Telugu
దీన్ని చదవండి మీరు?,Telugu
మీరు ఏమి చేస్తున్నారు?,Telugu
నేను కోసం రాశాను మీ!,Telugu
ఆయన నా స్నేహితుడు,Telugu
నాకు నేను?,Telugu
పుస్తకాలు ఈ,Telugu
మీరు నేను అని!,Telugu
మీరు అక్కడ?,Telugu
ఇది సందేశం తెలుగు ఒక!,Telugu
ఉన్నారు ఎలా మీరు!,Telugu
మేము ఎందుకు?,Telugu
చదవండి దీన్ని మీరు,Telugu
గుండె నా ఇది?,Telugu
మీ కోసం నేను రాశాను!,Telugu
మీ కోసం,Telugu
చెప్పే నేను,Telugu
ఈ మీరు గురించి!,Telugu
భాష తెలుగు,Telugu
ఉన్నారు ఎలా మీరు,Telugu
ఒక ఇది ప్రయోగం?,Telugu
నా గుండె ఇది!,Telugu
నేను రాశాను మీ కోసం?,Telugu
నేను చెప్పే!,Telugu
మీరు గురించి ఈ!,Telugu
తెలుగు ఒక ఇది సందేశం?,Telugu
పాఠం ఈ తెలుగు!,Telugu
నేను ఉన్నాను సంతోషంగా?,Telugu
మీరు చేస్తున్నారు ఏమి?,Telugu
నేను మీరు అని,Telugu
మీరు గురించి ఈ,Telugu
మీరు ఏమి,Telugu
వెళ్లి మీరు!,Telugu
ఒక సందేశం తెలుగు ఇది,Telugu
మీ నేను రాశాను కోసం!,Telugu
ఇది సందేశం తెలుగు ఒక?,Telugu
ఈ తెలుగు పాఠం,Telugu
ఉన్నారు మీరు ఎలా,Telugu
ఉన్నాను నేను బాగా,Telugu
నా అభిప్రాయం ఇది!,Telugu
ఉన్నాను సంతోషంగా నేను!,Telugu
దీన్ని చదవండి మీరు!,Telugu
గుండె ఇది నా!,Telugu
కోసం రాశాను మీ నేను!,Telugu
ఆయన నా స్నేహితుడు?,Telugu
నేను నిన్ను,Telugu
గురించి ఈ మీరు,Telugu
ఒక ఇది తెలుగు సందేశం,Telugu
ఈ పాఠం తెలుగు!,Telugu
ఒక ప్రయోగం ఇది!,Telugu
నేను కోసం మీ రాశాను,Telugu
మీరు నేను అని?,Telugu
మీరు గురించి ఈ?,Telugu
ఉన్నారు ఎలా మీరు?,Telugu
అభిప్రాయం ఇది నా?,Telugu
సంతోషంగా ఉన్నాను నేను!,Telugu
రాశాను కోసం మీ నేను,Telugu
నా ఇంటి?,Telugu
వ్రాసిన నేను?,Telugu
మీరు అని నేను,Telugu
తెలుగు ఇది ఒక సందేశం,Telugu
బాగా ఉన్నాను నేను!,Telugu
మేము ఎందుకు,Telugu
ఉన్నాను నేను సంతోషంగా,Telugu
రాశాను కోసం నేను మీ!,Telugu
అని మీరు నేను?,Telugu
తెలుగు ఒక ఇది సందేశం,Telugu
బాగా నేను ఉన్నాను,Telugu
దీన్ని మీరు చదవండి!,Telugu
కోసం మీ రాశాను నేను,Telugu
ఆయన నా స్నేహితుడు!,Telugu
మీరు ఈ గురించి!,Telugu
ఇది తెలుగు సందేశం ఒక!,Telugu
చదవండి మీరు దీన్ని?,Telugu
నేను మీ రాశాను కోసం!,Telugu
నా స్నేహితుడు ఆయన,Telugu
నాకు నేను!,Telugu
ఇది ప్రయోగం ఒక?,Telugu
చేస్తున్నారు మీరు ఏమి!,Telugu
రాశాను నేను కోసం మీ!,Telugu
నా ఆయన స్నేహితుడు!,Telugu
నేను అని మీరు!,Telugu
తెలుగు ఒక ఇది సందేశం!,Telugu
తెలుగు పాఠం ఈ!,Telugu
అభిప్రాయం ఇది నా!,Telugu
ఉన్నాను నేను సంతోషంగా!,Telugu
నేను రాశాను కోసం మీ,Telugu
అని నేను మీరు?,Telugu
గురించి ఈ మీరు!,Telugu
ఒక ఇది తెలుగు సందేశం!,Telugu
రాశాను మీ నేను కోసం,Telugu
నేను అని మీరు,Telugu
ఒక తెలుగు సందేశం ఇది,Telugu
పాఠం ఈ తెలుగు,Telugu
ఒక ఇది ప్రయోగం,Telugu
అభిప్రాయం నా ఇది,Telugu
ఇది తెలుగు ఒక సందేశం!,Telugu
తెలుగు పాఠం ఈ?,Telugu
ఇది అభిప్రాయం నా?,Telugu
నేను మీ రాశాను కోసం,Telugu
ఇది తెలుగు సందేశం ఒక,Telugu
మీరు ఎలా ఉన్నారు!,Telugu
బాగా నేను ఉన్నాను?,Telugu
మీ రాశాను నేను కోసం!,Telugu
సందేశం ఇది తెలుగు ఒక!,Telugu
ఈ పాఠం తెలుగు,Telugu
నేను సంతోషంగా ఉన్నాను?,Telugu
నా ఇది గుండె!,Telugu
మీరు చేస్తున్నారు ఏమి,Telugu
ఇది ఒక తెలుగు సందేశం!,Telugu
ఒక తెలుగు ఇది సందేశం!,Telugu
ఉన్నాను నేను సంతోషంగా?,Telugu
ఇది గుండె నా!,Telugu
చేస్తున్నారు ఏమి మీరు?,Telugu
నేను రాశాను మీ కోసం!,Telugu
స్నేహితుడు ఆయన నా?,Telugu
మీరు అని నేను!,Telugu
ఇది తెలుగు ఒక సందేశం,Telugu
ఉన్నారు మీరు ఎలా?,Telugu
నేను బాగా ఉన్నాను!,Telugu
స్నేహితుడు నా ఆయన,Telugu
ఏమి చేస్తున్నారు మీరు!,Telugu
రాశాను నేను మీ కోసం,Telugu
స్నేహితుడు ఆయన నా!,Telugu
తెలుగు సందేశం ఇది ఒక!,Telugu
ఒక ప్రయోగం ఇది,Telugu
నేను ఉన్నాను బాగా!,Telugu
ఏమి చేస్తున్నారు మీరు?,Telugu
నేను కోసం రాశాను మీ,Telugu
నేను మీ కోసం రాశాను!,Telugu
నా ఇది అభిప్రాయం,Telugu
దీన్ని మీరు చదవండి,Telugu
కోసం మీ నేను రాశాను!,Telugu
ಕನ್ನಡವೇನು!,Kannada
ಇದು ಒಂದು ಸಂದೇಶ ಕನ್ನಡ,Kannada
ಬಂದು ಮತ್ತೆ ನಾನು!,Kannada
ನಮಸ್ಕಾರ,Kannada
ಭಾಷೆ ಕನ್ನಡ?,Kannada
ಕನ್ನಡ ಒಂದು ಈ ಪಾಠ?,Kannada
ಹೇಗಿದ್ದೀರ ನೀವು?,Kannada
ಪ್ರಯೋಗ ಒಂದು ಇದು?,Kannada
ಚೆನ್ನಾಗಿದ್ದೇನೆ ನಾನು!,Kannada
ಪ್ರಕಾರ ಇದು ನನ್ನ!,Kannada
ಯಾಕೆ ನಾವು,Kannada
ಪ್ರೀತಿಸುತ್ತೇನೆ ನಾನು,Kannada
ಏಕೆಂದರೆ ನಾನು!,Kannada
ನಾನು ಸಂತೋಷವಂತು!,Kannada
ನೀವು ಓದಿ ಇದನ್ನು,Kannada
ನನ್ನ ಇದು ಹೃದಯ,Kannada
ನಾನು ನಿಮಗೆ!,Kannada
ಪುಸ್ತಕ ಈ,Kannada
ಏನು ನೀವು ಮಾಡುತ್ತಿರುವಿರಿ?,Kannada
ಬರೆದಿದೆ ನಾನು ನಿಮಗೆ,Kannada
ಮನೆಯ ನನ್ನ!,Kannada
ನಾನು ಹೇಳಿದನು?,Kannada
ಅವನು ನನ್ನ ಗೆಳೆಯ!,Kannada
ನಾನು ಹೋಗುವುದಿಲ್ಲ,Kannada
ನೀವು ನಾನು!,Kannada
ನಿನ್ನನ್ನು ನಾನು?,Kannada
ನನಗೆ ಅದು?,Kannada
ನಾನು ನನಗೆ?,Kannada
ಪುಸ್ತಕಗಳು ಈ?,Kannada
ಬರೆದ ನಾನು?,Kannada
ಪಾಲಿಗೆ ನಿಮ್ಮ,Kannada
ಕೇಳುತ್ತೇನೆ ನಾನು,Kannada
ಅವನಿಗೆ ನಾನು!,Kannada
ನೀವು ಆನು!,Kannada
ನಾನು ಹೇಳುವ,Kannada
ನಾನು ಹೋಗಿ?,Kannada
ನೀವು ನಾನು ಎಂದು?,Kannada
ನೀವು ಈ ಬಗ್ಗೆ,Kannada
ಅವನು ಅವನನ್ನು,Kannada
ಮಾಡಿದ್ದೇನೆ ನಾನು!,Kannada
ನೀವು ನನ್ನನ್ನು,Kannada
ನನಗೆ ನೀವು!,Kannada
ಆನು ನಾನು?,Kannada
ಅಲ್ಲಿ ನೀವು!,Kannada
ನೀವು ಏನು?,Kannada
ನಾನು ಅಲ್ಲಿ!,Kannada
ಅವನಿಗೆ ನಾನು,Kannada
ನೀವು ಹೋಗಿ!,Kannada
ಕನ್ನಡವೇನು,Kannada
ಇದು ಸಂದೇಶ ಕನ್ನಡ ಒಂದು!,Kannada
ಮತ್ತೆ ನಾನು ಬಂದು,Kannada
ಕನ್ನಡ ಭಾಷೆ,Kannada
ಒಂದು ಈ ಪಾಠ ಕನ್ನಡ?,Kannada
ನೀವು ಹೇಗಿದ್ದೀರ?,Kannada
ಪ್ರಯೋಗ ಇದು ಒಂದು!,Kannada
ಚೆನ್ನಾಗಿದ್ದೇನೆ ನಾನು,Kannada
ಇದು ನನ್ನ ಪ್ರಕಾರ!,Kannada
ಯಾಕೆ ನಾವು!,Kannada
ಪ್ರೀತಿಸುತ್ತೇನೆ ನಾನು!,Kannada
ನಾನು ಏಕೆಂದರೆ?,Kannada
ಸಂತೋಷವಂತು ನಾನು,Kannada
ಓದಿ ನೀವು ಇದನ್ನು?,Kannada
ಇದು ಹೃದಯ ನನ್ನ,Kannada
ನಿಮಗೆ ನಾನು?,Kannada
ಈ ಪುಸ್ತಕ!,Kannada
ಏನು ನೀವು ಮಾಡುತ್ತಿರುವಿರಿ!,Kannada
ನಾನು ನಿಮಗೆ ಬರೆದಿದೆ!,Kannada
ನನ್ನ ಮನೆಯ,Kannada
ಹೇಳಿದನು ನಾನು,Kannada
ಗೆಳೆಯ ಅವನು ನನ್ನ?,Kannada
ನಾನು ಹೋಗುವುದಿಲ್ಲ!,Kannada
ನೀವು ನಾನು,Kannada
ನಾನು ನಿನ್ನನ್ನು,Kannada
ಅದು ನನಗೆ!,Kannada
ನನಗೆ ನಾನು,Kannada
ಈ ಪುಸ್ತಕಗಳು,Kannada
ನಿಮ್ಮ ಪಾಲಿಗೆ?,Kannada
ನಾನು ಕೇಳುತ್ತೇನೆ!,Kannada
ನಾನು ಅವನಿಗೆ?,Kannada
ಹೇಳುವ ನಾನು!,Kannada
ನಾನು ಎಂದು ನೀವು,Kannada
ನೀವು ಬಗ್ಗೆ ಈ?,Kannada
ನಾನು ಹೇಳಿದನು!,Kannada
ನಾನು ಮಾಡಿದ್ದೇನೆ?,Kannada
ನನ್ನನ್ನು ನೀವು,Kannada
ನಾನು ಆನು,Kannada
ನಾನು ಆನು?,Kannada
ಅಲ್ಲಿ ನೀವು,Kannada
ನೀವು ಏನು!,Kannada
ಅವನಿಗೆ ನಾನು?,Kannada
ಹೋಗಿ ನೀವು?,Kannada
ಕನ್ನಡವೇನು?,Kannada
ಕನ್ನಡ ಒಂದು ಇದು ಸಂದೇಶ,Kannada
ಬಂದು ನಾನು ಮತ್ತೆ!,Kannada
ಕನ್ನಡ ಭಾಷೆ!,Kannada
ಪಾಠ ಒಂದು ಕನ್ನಡ ಈ,Kannada
ಹೇಗಿದ್ದೀರ ನೀವು!,Kannada
ಇದು ಪ್ರಯೋಗ ಒಂದು?,Kannada
ನಾನು ಚೆನ್ನಾಗಿದ್ದೇನೆ,Kannada
ಪ್ರಕಾರ ನನ್ನ ಇದು?,Kannada
ನಾವು ಯಾಕೆ,Kannada
ನಾನು ಏಕೆಂದರೆ,Kannada
ಓದಿ ಇದನ್ನು ನೀವು?,Kannada
ಇದು ನನ್ನ ಹೃದಯ!,Kannada
ಈ ಪುಸ್ತಕ,Kannada
ಏನು ಮಾಡುತ್ತಿರುವಿರಿ ನೀವು,Kannada
ನಾನು ಬರೆದಿದೆ ನಿಮಗೆ!,Kannada
ನನ್ನ ಮನೆಯ!,Kannada
ಹೇಳಿದನು ನಾನು!,Kannada
ನನ್ನ ಗೆಳೆಯ ಅವನು!,Kannada
ಹೋಗುವುದಿಲ್ಲ ನಾನು!,Kannada
ನೀವು ನಾನು?,Kannada
ನಾನು ನಿನ್ನನ್ನು!,Kannada
ಅದು ನನಗೆ?,Kannada
ಪುಸ್ತಕಗಳು ಈ!,Kannada
ಬರೆದ ನಾನು,Kannada
ನಾನು ಕೇಳುತ್ತೇನೆ?,Kannada
ನೀವು ಆನು,Kannada
ನಾನು ಹೋಗಿ,Kannada
ಎಂದು ನೀವು ನಾನು?,Kannada
ನೀವು ಬಗ್ಗೆ ಈ!,Kannada
ನಾನು ಹೇಳಿದನು,Kannada
ನಾನು ಮಾಡಿದ್ದೇನೆ,Kannada
ನಾನು ಆನು!,Kannada
ಏನು ನೀವು?,Kannada
ನಾನು ಅವನಿಗೆ,Kannada
ಹೋಗಿ ನೀವು,Kannada
ಸಂದೇಶ ಒಂದು ಇದು ಕನ್ನಡ,Kannada
ಬಂದು ನಾನು ಮತ್ತೆ,Kannada
ನಮಸ್ಕಾರ!,Kannada
ಒಂದು ಈ ಕನ್ನಡ ಪಾಠ,Kannada
ಒಂದು ಪ್ರಯೋಗ ಇದು?,Kannada
ನಾವು ಯಾಕೆ!,Kannada
ನಾನು ಪ್ರೀತಿಸುತ್ತೇನೆ?,Kannada
ಏಕೆಂದರೆ ನಾನು,Kannada
ನೀವು ಇದನ್ನು ಓದಿ!,Kannada
ಹೃದಯ ಇದು ನನ್ನ!,Kannada
ನಿಮಗೆ ನಾನು,Kannada
ನೀವು ಏನು ಮಾಡುತ್ತಿರುವಿರಿ,Kannada
ನಿಮಗೆ ಬರೆದಿದೆ ನಾನು?,Kannada
ಮನೆಯ ನನ್ನ,Kannada
ನನ್ನ ಗೆಳೆಯ ಅವನು,Kannada
ನಾನು ಹೋಗುವುದಿಲ್ಲ?,Kannada
ನಾನು ನೀವು!,Kannada
ಅದು ನನಗೆ,Kannada
ನನಗೆ ನಾನು!,Kannada
ನಾನು ಬರೆದ!,Kannada
ಪಾಲಿಗೆ ನಿಮ್ಮ!,Kannada
ನಾನು ಕೇಳುತ್ತೇನೆ,Kannada
ನಾನು ಅವನಿಗೆ!,Kannada
ಆನು ನೀವು,Kannada
ಹೇಳುವ ನಾನು?,Kannada
ಹೋಗಿ ನಾನು?,Kannada
ನೀವು ಎಂದು ನಾನು?,Kannada
ಬಗ್ಗೆ ಈ ನೀವು,Kannada
ಅವನನ್ನು ಅವನು?,Kannada
ನನ್ನನ್ನು ನೀವು?,Kannada
ನೀವು ನನಗೆ?,Kannada
ನೀವು ಅಲ್ಲಿ!,Kannada
ನಾನು ಅಲ್ಲಿ,Kannada
ನೀವು ಹೋಗಿ,Kannada
ಮತ್ತೆ ಬಂದು ನಾನು,Kannada
ಭಾಷೆ ಕನ್ನಡ,Kannada
ಒಂದು ಕನ್ನಡ ಪಾಠ ಈ?,Kannada
ನಾನು ಚೆನ್ನಾಗಿದ್ದೇನೆ?,Kannada
ನಾನು ಪ್ರೀತಿಸುತ್ತೇನೆ,Kannada
ಏಕೆಂದರೆ ನಾನು?,Kannada
ಸಂತೋಷವಂತು ನಾನು!,Kannada
ನೀವು ಓದಿ ಇದನ್ನು!,Kannada
ಪುಸ್ತಕ ಈ!,Kannada
ಏನು ಮಾಡುತ್ತಿರುವಿರಿ ನೀವು!,Kannada
ಬರೆದಿದೆ ನಿಮಗೆ ನಾನು,Kannada
ನನ್ನ ಮನೆಯ?,Kannada
ಅವನು ನನ್ನ ಗೆಳೆಯ,Kannada
ನಾನು ನೀವು?,Kannada
ನಾನು ನಿನ್ನನ್ನು?,Kannada
ನನಗೆ ಅದು,Kannada
ನಾನು ನನಗೆ,Kannada
ಈ ಪುಸ್ತಕಗಳು?,Kannada
ಪಾಲಿಗೆ ನಿಮ್ಮ?,Kannada
ಆನು ನೀವು!,Kannada
ನಾನು ಹೇಳುವ?,Kannada
ನಾನು ನೀವು ಎಂದು!,Kannada
ಮಾಡಿದ್ದೇನೆ ನಾನು,Kannada
ನೀವು ನನ್ನನ್ನು?,Kannada
ನನಗೆ ನೀವು,Kannada
ಆನು ನಾನು!,Kannada
ಅಲ್ಲಿ ನಾನು?,Kannada
ಸಂದೇಶ ಒಂದು ಇದು ಕನ್ನಡ!,Kannada
ಮತ್ತೆ ನಾನು ಬಂದು?,Kannada
ನಮಸ್ಕಾರ?,Kannada
ಭಾಷೆ ಕನ್ನಡ!,Kannada
ಈ ಒಂದು ಪಾಠ ಕನ್ನಡ!,Kannada
ಒಂದು ಇದು ಪ್ರಯೋಗ?,Kannada
ಇದು ನನ್ನ ಪ್ರಕಾರ,Kannada
ನಾವು ಯಾಕೆ?,Kannada
ಪ್ರೀತಿಸುತ್ತೇನೆ ನಾನು?,Kannada
ಓದಿ ನೀವು ಇದನ್ನು,Kannada
ನಿಮಗೆ ನಾನು!,Kannada
ಬರೆದಿದೆ ನಾನು ನಿಮಗೆ?,Kannada
ಗೆಳೆಯ ನನ್ನ ಅವನು?,Kannada
ನಾನು ನೀವು,Kannada
ನಿನ್ನನ್ನು ನಾನು!,Kannada
ನಾನು ನನಗೆ!,Kannada
ನಾನು ಬರೆದ?,Kannada
ನಿಮ್ಮ ಪಾಲಿಗೆ!,Kannada
ನಾನು ಎಂದು ನೀವು!,Kannada
ಈ ಬಗ್ಗೆ ನೀವು?,Kannada
ಅವನನ್ನು ಅವನು,Kannada
ನಾನು ಮಾಡಿದ್ದೇನೆ!,Kannada
ನೀವು ನನಗೆ!,Kannada
ನಾನು ಅಲ್ಲಿ?,Kannada
ನೀವು ಹೋಗಿ?,Kannada
ಇದು ಸಂದೇಶ ಒಂದು ಕನ್ನಡ?,Kannada
ನಾನು ಮತ್ತೆ ಬಂದು?,Kannada
ಕನ್ನಡ ಭಾಷೆ?,Kannada
ಈ ಕನ್ನಡ ಒಂದು ಪಾಠ?,Kannada
ನೀವು ಹೇಗಿದ್ದೀರ,Kannada
ಚೆನ್ನಾಗಿದ್ದೇನೆ ನಾನು?,Kannada
ನನ್ನ ಇದು ಪ್ರಕಾರ!,Kannada
ನಾನು ಪ್ರೀತಿಸುತ್ತೇನೆ!,Kannada
ನಾನು ಸಂತೋಷವಂತು?,Kannada
ಇದನ್ನು ನೀವು ಓದಿ,Kannada
ಹೃದಯ ನನ್ನ ಇದು?,Kannada
ನಾನು ನಿಮಗೆ,Kannada
ಏನು ನೀವು ಮಾಡುತ್ತಿರುವಿರಿ,Kannada
ನಿಮಗೆ ನಾನು ಬರೆದಿದೆ?,Kannada
ಮನೆಯ ನನ್ನ?,Kannada
ಅವನು ಗೆಳೆಯ ನನ್ನ,Kannada
ನಿನ್ನನ್ನು ನಾನು,Kannada
ನನಗೆ ಅದು!,Kannada
ನನಗೆ ನಾನು?,Kannada
ಪುಸ್ತಕಗಳು ಈ,Kannada
ನಾನು ಬರೆದ,Kannada
ನೀವು ಆನು?,Kannada
ನಾನು ಹೇಳುವ!,Kannada
ನೀವು ಬಗ್ಗೆ ಈ,Kannada
ಅವನು ಅವನನ್ನು!,Kannada
ಹೇಗಿದ್ದೀರ ನೀವು,Kannada
ಇದು ನನ್ನ ಪ್ರಕಾರ?,Kannada
ನೀವು ಮಾಡುತ್ತಿರುವಿರಿ ಏನು,Kannada
ಹೇಳಿದನು ನಾನು?,Kannada
ನನ್ನ ಅವನು ಗೆಳೆಯ,Kannada
ನಿಮ್ಮ ಪಾಲಿಗೆ,Kannada
ನಾನು ನೀವು ಎಂದು,Kannada
ಈ ಬಗ್ಗೆ ನೀವು,Kannada
ಅವನು ಅವನನ್ನು?,Kannada
ನೀವು ನನಗೆ,Kannada
ನೀವು ಅಲ್ಲಿ?,Kannada
ಕನ್ನಡ ಇದು ಒಂದು ಸಂದೇಶ!,Kannada
ಈ ಪಾಠ ಕನ್ನಡ ಒಂದು!,Kannada
ಒಂದು ಇದು ಪ್ರಯೋಗ,Kannada
ಇದನ್ನು ಓದಿ ನೀವು!,Kannada
ಹೃದಯ ಇದು ನನ್ನ?,Kannada
ಈ ಪುಸ್ತಕ?,Kannada
ಗೆಳೆಯ ನನ್ನ ಅವನು!,Kannada
ಕೇಳುತ್ತೇನೆ ನಾನು?,Kannada
ನೀವು ಅಲ್ಲಿ,Kannada
ಏನು ನೀವು,Kannada
ಹೋಗಿ ನೀವು!,Kannada
ಕನ್ನಡ ಇದು ಸಂದೇಶ ಒಂದು?,Kannada
ನಾನು ಬಂದು ಮತ್ತೆ!,Kannada
ಒಂದು ಪಾಠ ಕನ್ನಡ ಈ?,Kannada
ನಾನು ಚೆನ್ನಾಗಿದ್ದೇನೆ!,Kannada
ಇದನ್ನು ಓದಿ ನೀವು?,Kannada
ಇದು ಹೃದಯ ನನ್ನ!,Kannada
ಮಾಡುತ್ತಿರುವಿರಿ ಏನು ನೀವು!,Kannada
ಬರೆದಿದೆ ನಾನು ನಿಮಗೆ!,Kannada
ಬರೆದ ನಾನು!,Kannada
ನಾನು ಹೋಗಿ!,Kannada
ನಾನು ಎಂದು ನೀವು?,Kannada
ಈ ನೀವು ಬಗ್ಗೆ,Kannada
ಅಲ್ಲಿ ನೀವು?,Kannada
ಅಲ್ಲಿ ನಾನು!,Kannada
ಕನ್ನಡ ಒಂದು ಇದು ಸಂದೇಶ!,Kannada
ನಾನು ಮತ್ತೆ ಬಂದು!,Kannada
ಒಂದು ಪ್ರಯೋಗ ಇದು,Kannada
ಇದು ಪ್ರಕಾರ ನನ್ನ,Kannada
ಯಾಕೆ ನಾವು?,Kannada
ನಾನು ಸಂತೋಷವಂತು,Kannada
ನನ್ನ ಹೃದಯ ಇದು,Kannada
ನೀವು ಮಾಡುತ್ತಿರುವಿರಿ ಏನು?,Kannada
ಗೆಳೆಯ ಅವನು ನನ್ನ!,Kannada
ಹೋಗುವುದಿಲ್ಲ ನಾನು?,Kannada
ಹೇಳುವ ನಾನು,Kannada
ನೀವು ಎಂದು ನಾನು,Kannada
ನೀವು ಈ ಬಗ್ಗೆ?,Kannada
ನೀವು ಏನು,Kannada
ಅಲ್ಲಿ ನಾನು,Kannada
ಒಂದು ಕನ್ನಡ ಇದು ಸಂದೇಶ,Kannada
ಈ ಒಂದು ಕನ್ನಡ ಪಾಠ,Kannada
ನನ್ನ ಪ್ರಕಾರ ಇದು!,Kannada
ನೀವು ಇದನ್ನು ಓದಿ?,Kannada
ನನ್ನ ಹೃದಯ ಇದು?,Kannada
ನಾನು ನಿಮಗೆ?,Kannada
ಎಂದು ನಾನು ನೀವು,Kannada
ಬಗ್ಗೆ ನೀವು ಈ?,Kannada
ಸಂದೇಶ ಕನ್ನಡ ಇದು ಒಂದು?,Kannada
ಪ್ರಯೋಗ ಒಂದು ಇದು,Kannada
ಇದು ಪ್ರಕಾರ ನನ್ನ!,Kannada
ಓದಿ ಇದನ್ನು ನೀವು,Kannada
ನನ್ನ ಇದು ಹೃದಯ?,Kannada
ಮಾಡುತ್ತಿರುವಿರಿ ಏನು ನೀವು,Kannada
ನಿಮಗೆ ನಾನು ಬರೆದಿದೆ!,Kannada
ಎಂದು ನೀವು ನಾನು,Kannada
ಇದು ಒಂದು ಕನ್ನಡ ಸಂದೇಶ!,Kannada
ನಾನು ಬಂದು ಮತ್ತೆ?,Kannada
ಪಾಠ ಒಂದು ಈ ಕನ್ನಡ,Kannada
ಪ್ರಯೋಗ ಒಂದು ಇದು!,Kannada
ನಿಮಗೆ ಬರೆದಿದೆ ನಾನು!,Kannada
ನಾನು ನೀವು ಎಂದು?,Kannada
ನನ್ನನ್ನು ನೀವು!,Kannada
ಕನ್ನಡ ಇದು ಒಂದು ಸಂದೇಶ?,Kannada
ಒಂದು ಈ ಪಾಠ ಕನ್ನಡ,Kannada
ಪ್ರಯೋಗ ಇದು ಒಂದು?,Kannada
ನನ್ನ ಪ್ರಕಾರ ಇದು?,Kannada
ಸಂತೋಷವಂತು ನಾನು?,Kannada
ನೀವು ಮಾಡುತ್ತಿರುವಿರಿ ಏನು!,Kannada
ಗೆಳೆಯ ಅವನು ನನ್ನ,Kannada
ಈ ಪುಸ್ತಕಗಳು!,Kannada
ನೀವು ನಾನು ಎಂದು,Kannada
ಈ ನೀವು ಬಗ್ಗೆ!,Kannada
ಅವನನ್ನು ಅವನು!,Kannada
ಆನು ನಾನು,Kannada
ಇದು ಸಂದೇಶ ಕನ್ನಡ ಒಂದು,Kannada
ಬಂದು ಮತ್ತೆ ನಾನು?,Kannada
ಪಾಠ ಒಂದು ಕನ್ನಡ ಈ!,Kannada
ಮಾಡುತ್ತಿರುವಿರಿ ಏನು ನೀವು?,Kannada
ನಾನು ನಿಮಗೆ ಬರೆದಿದೆ,Kannada
ನನ್ನ ಅವನು ಗೆಳೆಯ!,Kannada
ಹೋಗಿ ನಾನು!,Kannada
ಏನು ನೀವು!,Kannada
